region	chr	midPos	Nsites
region	chr	midPos	Nsites
(1238237,1267526)(1450000,1479999)(1450000,1480000)	NC_037123.1f10t14	1465000	29291	0.019336
(1243223,1272470)(1455000,1484999)(1455000,1485000)	NC_037123.1f10t14	1470000	29249	0.015975
(1248215,1277464)(1460000,1489999)(1460000,1490000)	NC_037123.1f10t14	1475000	29251	0.012984
(1253206,1282461)(1465000,1494999)(1465000,1495000)	NC_037123.1f10t14	1480000	29257	0.012627
(1258206,1287447)(1470000,1499999)(1470000,1500000)	NC_037123.1f10t14	1485000	29243	0.014347
(1262558,1292433)(1475000,1504999)(1475000,1505000)	NC_037123.1f10t14	1490000	29877	0.015016
(1267527,1297410)(1480000,1509999)(1480000,1510000)	NC_037123.1f10t14	1495000	29885	0.016456
(1272471,1302410)(1485000,1514999)(1485000,1515000)	NC_037123.1f10t14	1500000	29941	0.017100
(1277465,1307407)(1490000,1519999)(1490000,1520000)	NC_037123.1f10t14	1505000	29944	0.020467
(1282462,1311981)(1495000,1524999)(1495000,1525000)	NC_037123.1f10t14	1510000	29521	0.017996
(1287448,1313863)(1500000,1529999)(1500000,1530000)	NC_037123.1f10t14	1515000	26417	0.017858
(1292434,1318768)(1505000,1534999)(1505000,1535000)	NC_037123.1f10t14	1520000	26336	0.018169
(1297411,1323689)(1510000,1539999)(1510000,1540000)	NC_037123.1f10t14	1525000	26280	0.017065
(1302411,1328671)(1515000,1544999)(1515000,1545000)	NC_037123.1f10t14	1530000	26262	0.018005
(1307408,1333617)(1520000,1549999)(1520000,1550000)	NC_037123.1f10t14	1535000	26211	0.018072
(1311982,1336000)(1525000,1554999)(1525000,1555000)	NC_037123.1f10t14	1540000	24020	0.024457
(1313864,1340938)(1530000,1559999)(1530000,1560000)	NC_037123.1f10t14	1545000	27076	0.026443
(1318769,1345212)(1535000,1564907)(1535000,1565000)	NC_037123.1f10t14	1550000	26445	0.025926
(1323690,1349994)(1540000,1569999)(1540000,1570000)	NC_037123.1f10t14	1555000	26306	0.026736
(1328672,1354481)(1545000,1574999)(1545000,1575000)	NC_037123.1f10t14	1560000	25811	0.024415
(1333618,1359367)(1550000,1579999)(1550000,1580000)	NC_037123.1f10t14	1565000	25751	0.023934
(1336001,1364340)(1555000,1584999)(1555000,1585000)	NC_037123.1f10t14	1570000	28341	0.024616
(1340939,1368282)(1560000,1589999)(1560000,1590000)	NC_037123.1f10t14	1575000	27345	0.024103
(1345213,1373198)(1565127,1594999)(1565000,1595000)	NC_037123.1f10t14	1580000	27987	0.026931
(1349995,1378066)(1570000,1599999)(1570000,1600000)	NC_037123.1f10t14	1585000	28073	0.023262
(1354482,1383059)(1575000,1604999)(1575000,1605000)	NC_037123.1f10t14	1590000	28579	0.033359
(1359368,1388039)(1580000,1609999)(1580000,1610000)	NC_037123.1f10t14	1595000	28673	0.033156
(1364341,1390056)(1585000,1612020)(1585000,1615000)	NC_037123.1f10t14	1600000	25717	0.034296
(1368283,1390564)(1590000,1619999)(1590000,1620000)	NC_037123.1f10t14	1605000	22283	0.034492
(1373199,1395534)(1595000,1624999)(1595000,1625000)	NC_037123.1f10t14	1610000	22337	0.031568
(1378067,1400506)(1600000,1629999)(1600000,1630000)	NC_037123.1f10t14	1615000	22441	0.042112
(1383060,1405185)(1605000,1634690)(1605000,1635000)	NC_037123.1f10t14	1620000	22127	0.042013
(1388040,1409718)(1610000,1639999)(1610000,1640000)	NC_037123.1f10t14	1625000	21680	0.038313
(1390057,1414680)(1619268,1644999)(1615000,1645000)	NC_037123.1f10t14	1630000	24625	0.042374
(1390565,1419630)(1620000,1649999)(1620000,1650000)	NC_037123.1f10t14	1635000	29067	0.044699
(1395535,1424553)(1625000,1654999)(1625000,1655000)	NC_037123.1f10t14	1640000	29020	0.045598
(1400507,1429519)(1630000,1659999)(1630000,1660000)	NC_037123.1f10t14	1645000	29014	0.032313
(1405186,1434503)(1635095,1664999)(1635000,1665000)	NC_037123.1f10t14	1650000	29319	0.033565
(1409719,1439359)(1640000,1669999)(1640000,1670000)	NC_037123.1f10t14	1655000	29642	0.032841
(1414681,1444171)(1645000,1674998)(1645000,1675000)	NC_037123.1f10t14	1660000	29492	0.026681
(1419631,1449105)(1650000,1679999)(1650000,1680000)	NC_037123.1f10t14	1665000	29476	0.026389
(1424554,1454071)(1655000,1684999)(1655000,1685000)	NC_037123.1f10t14	1670000	29519	0.027424
(1429520,1458936)(1660000,1689999)(1660000,1690000)	NC_037123.1f10t14	1675000	29418	0.026324
(1434504,1463839)(1665000,1694999)(1665000,1695000)	NC_037123.1f10t14	1680000	29337	0.014991
(1439360,1468822)(1670000,1699999)(1670000,1700000)	NC_037123.1f10t14	1685000	29464	0.013717
(1444172,1472359)(1675001,1704459)(1675000,1705000)	NC_037123.1f10t14	1690000	28189	0.015747
(1449106,1473929)(1680000,1709999)(1680000,1710000)	NC_037123.1f10t14	1695000	24825	0.012435
(1454072,1476634)(1685000,1714999)(1685000,1715000)	NC_037123.1f10t14	1700000	22564	0.009153
(1458937,1480575)(1690000,1719999)(1690000,1720000)	NC_037123.1f10t14	1705000	21640	0.006935
(1463840,1485471)(1695000,1724945)(1695000,1725000)	NC_037123.1f10t14	1710000	21633	0.007518
(1468823,1486925)(1700000,1728550)(1700000,1730000)	NC_037123.1f10t14	1715000	18104	0.008147
(1472360,1490303)(1705087,1734999)(1705000,1735000)	NC_037123.1f10t14	1720000	17945	0.007681
(1473930,1495088)(1710000,1739996)(1710000,1740000)	NC_037123.1f10t14	1725000	21160	0.009672
(1476635,1500008)(1715000,1744999)(1715000,1745000)	NC_037123.1f10t14	1730000	23375	0.003008
(1480576,1504817)(1720000,1749949)(1720000,1750000)	NC_037123.1f10t14	1735000	24243	0.006877
(1485472,1509574)(1725134,1754999)(1725000,1755000)	NC_037123.1f10t14	1740000	24104	0.008334
(1486926,1514474)(1730099,1759999)(1730000,1760000)	NC_037123.1f10t14	1745000	27550	0.006074
(1490304,1519430)(1735000,1764998)(1735000,1765000)	NC_037123.1f10t14	1750000	29128	0.005337
(1495089,1524403)(1740001,1769999)(1740000,1770000)	NC_037123.1f10t14	1755000	29316	0.004281
(1500009,1529403)(1745000,1774999)(1745000,1775000)	NC_037123.1f10t14	1760000	29396	0.011540
(1504818,1534403)(1750111,1779999)(1750000,1780000)	NC_037123.1f10t14	1765000	29587	0.010242
(1509575,1539376)(1755000,1784999)(1755000,1785000)	NC_037123.1f10t14	1770000	29803	0.010178
(1514475,1544365)(1760000,1789999)(1760000,1790000)	NC_037123.1f10t14	1775000	29892	0.014724
(1519431,1549333)(1765000,1794999)(1765000,1795000)	NC_037123.1f10t14	1780000	29904	0.017192
(1524404,1551926)(1770000,1799714)(1770000,1800000)	NC_037123.1f10t14	1785000	27524	0.016421
(1529404,1554069)(1775000,1804999)(1775000,1805000)	NC_037123.1f10t14	1790000	24667	0.013364
(1534404,1559054)(1780000,1809999)(1780000,1810000)	NC_037123.1f10t14	1795000	24652	0.013510
(1539377,1563990)(1785000,1814999)(1785000,1815000)	NC_037123.1f10t14	1800000	24615	0.012442
(1544366,1568987)(1790000,1819999)(1790000,1820000)	NC_037123.1f10t14	1805000	24623	0.012498
(1549334,1573940)(1795000,1824999)(1795000,1825000)	NC_037123.1f10t14	1810000	24608	0.012369
(1551927,1578935)(1800173,1829999)(1800000,1830000)	NC_037123.1f10t14	1815000	27010	0.015682
(1554070,1583927)(1805000,1834999)(1805000,1835000)	NC_037123.1f10t14	1820000	29859	0.020975
(1559055,1588915)(1810000,1839999)(1810000,1840000)	NC_037123.1f10t14	1825000	29862	0.019099
(1563991,1593915)(1815000,1844999)(1815000,1845000)	NC_037123.1f10t14	1830000	29926	0.021062
(1568988,1598913)(1820000,1849999)(1820000,1850000)	NC_037123.1f10t14	1835000	29927	0.014783
(1573941,1603651)(1825000,1854999)(1825000,1855000)	NC_037123.1f10t14	1840000	29712	0.016052
(1578936,1608600)(1830000,1859999)(1830000,1860000)	NC_037123.1f10t14	1845000	29666	0.011795
(1583928,1613599)(1835000,1864999)(1835000,1865000)	NC_037123.1f10t14	1850000	29673	0.009070
(1588916,1618599)(1840000,1869999)(1840000,1870000)	NC_037123.1f10t14	1855000	29685	0.008802
(1593916,1623582)(1845000,1874999)(1845000,1875000)	NC_037123.1f10t14	1860000	29668	0.007567
(1598914,1628387)(1850000,1879999)(1850000,1880000)	NC_037123.1f10t14	1865000	29475	0.014505
(1603652,1633336)(1855000,1884999)(1855000,1885000)	NC_037123.1f10t14	1870000	29686	0.013861
(1608601,1638273)(1860000,1889999)(1860000,1890000)	NC_037123.1f10t14	1875000	29674	0.015934
(1613600,1642797)(1865000,1894999)(1865000,1895000)	NC_037123.1f10t14	1880000	29199	0.015446
(1618600,1647773)(1870000,1899999)(1870000,1900000)	NC_037123.1f10t14	1885000	29175	0.015904
(1623583,1652760)(1875000,1904999)(1875000,1905000)	NC_037123.1f10t14	1890000	29179	0.015241
(1628388,1657655)(1880000,1909999)(1880000,1910000)	NC_037123.1f10t14	1895000	29269	0.011289
(1633337,1662605)(1885000,1914999)(1885000,1915000)	NC_037123.1f10t14	1900000	29270	0.011622
(1638274,1667603)(1890000,1919999)(1890000,1920000)	NC_037123.1f10t14	1905000	29331	0.010706
(1642798,1672483)(1895000,1924999)(1895000,1925000)	NC_037123.1f10t14	1910000	29687	0.013007
(1647774,1677470)(1900000,1929999)(1900000,1930000)	NC_037123.1f10t14	1915000	29698	0.014250
(1652761,1681444)(1905000,1933973)(1905000,1935000)	NC_037123.1f10t14	1920000	28685	0.015723
(1657656,1682739)(1910000,1938703)(1910000,1940000)	NC_037123.1f10t14	1925000	25085	0.015350
(1662606,1684705)(1915000,1943492)(1915000,1945000)	NC_037123.1f10t14	1930000	22101	0.016772
(1667604,1684705)(1920000,1943492)(1920000,1950000)	NC_037123.1f10t14	1935000	17103	0.017024
(1672484,1684705)(1925000,1943492)(1925000,1955000)	NC_037123.1f10t14	1940000	12223	0.012146
(1677471,1688132)(1930000,1959558)(1930000,1960000)	NC_037123.1f10t14	1945000	10663	0.006244
(1681445,1689058)(1937392,1963910)(1935000,1965000)	NC_037123.1f10t14	1950000	7615	0.006600
(1682740,1691215)(1940802,1969751)(1940000,1970000)	NC_037123.1f10t14	1955000	8477	0.005688
(1684706,1693249)(1955364,1972795)(1945000,1975000)	NC_037123.1f10t14	1960000	8545	0.006173
(1684706,1693740)(1955364,1977754)(1950000,1980000)	NC_037123.1f10t14	1965000	9036	0.006599
(1684706,1693740)(1955364,1977754)(1955000,1985000)	NC_037123.1f10t14	1970000	9036	0.006599
(1688133,1695153)(1962985,1989411)(1960000,1990000)	NC_037123.1f10t14	1975000	7022	0.009759
(1689059,1696230)(1965657,1994999)(1965000,1995000)	NC_037123.1f10t14	1980000	7173	0.009505
(1691216,1698196)(1970036,1999999)(1970000,2000000)	NC_037123.1f10t14	1985000	6982	0.015596
(1693250,1703080)(1976169,2004999)(1975000,2005000)	NC_037123.1f10t14	1990000	9832	0.013808
(1693741,1708080)(1986802,2009999)(1980000,2010000)	NC_037123.1f10t14	1995000	14341	0.013182
(1693741,1713079)(1986802,2014999)(1985000,2015000)	NC_037123.1f10t14	2000000	19340	0.014597
(1695154,1718079)(1990276,2019999)(1990000,2020000)	NC_037123.1f10t14	2005000	22927	0.018449
(1696231,1723074)(1995000,2024999)(1995000,2025000)	NC_037123.1f10t14	2010000	26845	0.018923
(1698197,1728061)(2000000,2029999)(2000000,2030000)	NC_037123.1f10t14	2015000	29866	0.017334
(1703081,1733061)(2005000,2034999)(2005000,2035000)	NC_037123.1f10t14	2020000	29982	0.014822
(1708081,1737935)(2010000,2039928)(2010000,2040000)	NC_037123.1f10t14	2025000	29856	0.014763
(1713080,1742687)(2015000,2044999)(2015000,2045000)	NC_037123.1f10t14	2030000	29609	0.011813
(1718080,1747330)(2020000,2049999)(2020000,2050000)	NC_037123.1f10t14	2035000	29252	0.012034
(1723075,1752325)(2025000,2054999)(2025000,2055000)	NC_037123.1f10t14	2040000	29252	0.012941
(1728062,1757284)(2030000,2059999)(2030000,2060000)	NC_037123.1f10t14	2045000	29224	0.012768
(1733062,1762284)(2035000,2064999)(2035000,2065000)	NC_037123.1f10t14	2050000	29224	0.015950
(1737936,1767118)(2040222,2069999)(2040000,2070000)	NC_037123.1f10t14	2055000	29184	0.015402
(1742688,1772113)(2045000,2074999)(2045000,2075000)	NC_037123.1f10t14	2060000	29427	0.014531
(1747331,1776983)(2050000,2079999)(2050000,2080000)	NC_037123.1f10t14	2065000	29654	0.014833
(1752326,1781892)(2055000,2084999)(2055000,2085000)	NC_037123.1f10t14	2070000	29568	0.016017
(1757285,1784596)(2060000,2089101)(2060000,2090000)	NC_037123.1f10t14	2075000	27313	0.015211
(1762285,1788734)(2065000,2094999)(2065000,2095000)	NC_037123.1f10t14	2080000	26451	0.011967
(1767119,1792651)(2070000,2099999)(2070000,2100000)	NC_037123.1f10t14	2085000	25534	0.011973
(1772114,1796391)(2075000,2103768)(2075000,2105000)	NC_037123.1f10t14	2090000	24279	0.006793
(1776984,1797012)(2080000,2109200)(2080000,2110000)	NC_037123.1f10t14	2095000	20030	0.005241
(1781893,1798219)(2085000,2114122)(2085000,2115000)	NC_037123.1f10t14	2100000	16328	0.001894
(1784597,1799490)(2090605,2118071)(2090000,2120000)	NC_037123.1f10t14	2105000	14895	0.001952
(1788735,1800981)(2095000,2123637)(2095000,2125000)	NC_037123.1f10t14	2110000	12248	0.000790
(1792652,1800981)(2100000,2123637)(2100000,2130000)	NC_037123.1f10t14	2115000	8331	-0.000042
(1796392,1800981)(2106146,2123637)(2105000,2135000)	NC_037123.1f10t14	2120000	4591	0.009445
(1797013,1800981)(2110798,2123637)(2110000,2140000)	NC_037123.1f10t14	2125000	3970	0.010615
(1798220,1801134)(2115258,2144975)(2115000,2145000)	NC_037123.1f10t14	2130000	2916	0.015710
(1799491,1803166)(2122126,2149999)(2120000,2150000)	NC_037123.1f10t14	2135000	3677	0.008707
(1800982,1808005)(2144802,2154999)(2125000,2155000)	NC_037123.1f10t14	2140000	7025	0.002057
(1800982,1812958)(2144802,2159999)(2130000,2160000)	NC_037123.1f10t14	2145000	11978	0.006432
(1800982,1817646)(2144802,2164999)(2135000,2165000)	NC_037123.1f10t14	2150000	16666	0.005806
(1800982,1820934)(2144802,2169999)(2140000,2170000)	NC_037123.1f10t14	2155000	19954	0.006185
(1801135,1823449)(2145071,2173218)(2145000,2175000)	NC_037123.1f10t14	2160000	22316	0.007916
(1803167,1823879)(2150000,2179943)(2150000,2180000)	NC_037123.1f10t14	2165000	20714	0.003779
(1808006,1823980)(2155000,2184192)(2155000,2185000)	NC_037123.1f10t14	2170000	15976	0.004506
(1812959,1828797)(2160000,2189999)(2160000,2190000)	NC_037123.1f10t14	2175000	15840	0.005884
(1817647,1833560)(2165000,2194999)(2165000,2195000)	NC_037123.1f10t14	2180000	15915	0.007631
(1820935,1837199)(2170000,2199999)(2170000,2200000)	NC_037123.1f10t14	2185000	16266	0.008248
(1823450,1841767)(2177641,2204999)(2175000,2205000)	NC_037123.1f10t14	2190000	18319	0.010879
(1823880,1846499)(2184070,2209999)(2180000,2210000)	NC_037123.1f10t14	2195000	22621	0.016657
(1823981,1849655)(2185022,2214999)(2185000,2215000)	NC_037123.1f10t14	2200000	25676	0.014244
(1828798,1854285)(2190000,2219999)(2190000,2220000)	NC_037123.1f10t14	2205000	25489	0.012301
(1833561,1859255)(2195000,2224999)(2195000,2225000)	NC_037123.1f10t14	2210000	25696	0.013656
(1837200,1860504)(2200000,2227537)(2200000,2230000)	NC_037123.1f10t14	2215000	23306	0.014881
(1841768,1862295)(2205000,2234997)(2205000,2235000)	NC_037123.1f10t14	2220000	20529	0.011646
(1846500,1865344)(2210000,2239933)(2210000,2240000)	NC_037123.1f10t14	2225000	18846	0.008583
(1849656,1868974)(2215000,2244999)(2215000,2245000)	NC_037123.1f10t14	2230000	19320	0.011448
(1854286,1872758)(2220000,2249999)(2220000,2250000)	NC_037123.1f10t14	2235000	18474	0.014097
(1859256,1874896)(2225000,2254999)(2225000,2255000)	NC_037123.1f10t14	2240000	15642	0.012334
(1860505,1877187)(2230193,2257567)(2230000,2260000)	NC_037123.1f10t14	2245000	16684	0.007512
(1862296,1877187)(2235001,2257567)(2235000,2265000)	NC_037123.1f10t14	2250000	14893	0.007351
(1865345,1877237)(2240138,2265512)(2240000,2270000)	NC_037123.1f10t14	2255000	11894	0.007550
(1868975,1878978)(2245000,2274999)(2245000,2275000)	NC_037123.1f10t14	2260000	10005	0.008926
(1872759,1883591)(2250000,2279999)(2250000,2280000)	NC_037123.1f10t14	2265000	10834	0.012832
(1874897,1887232)(2255000,2284212)(2255000,2285000)	NC_037123.1f10t14	2270000	12337	0.014092
(1877188,1887515)(2265446,2285927)(2260000,2290000)	NC_037123.1f10t14	2275000	10329	0.018140
(1877188,1889126)(2265446,2294999)(2265000,2295000)	NC_037123.1f10t14	2280000	11940	0.019124
(1877238,1893281)(2270911,2299999)(2270000,2300000)	NC_037123.1f10t14	2285000	16045	0.018477
(1878979,1898259)(2275000,2304999)(2275000,2305000)	NC_037123.1f10t14	2290000	19282	0.014389
(1883592,1899889)(2280000,2307884)(2280000,2310000)	NC_037123.1f10t14	2295000	16299	0.010127
(1887233,1902533)(2285570,2313846)(2285000,2315000)	NC_037123.1f10t14	2300000	15302	0.009909
(1887516,1906245)(2290535,2319999)(2290000,2320000)	NC_037123.1f10t14	2305000	18731	0.008595
(1889127,1910350)(2295000,2324999)(2295000,2325000)	NC_037123.1f10t14	2310000	21225	0.012096
(1893282,1914897)(2300000,2329999)(2300000,2330000)	NC_037123.1f10t14	2315000	21617	0.012165
(1898260,1919735)(2305000,2334999)(2305000,2335000)	NC_037123.1f10t14	2320000	21477	0.017947
(1899890,1923097)(2310376,2339999)(2310000,2340000)	NC_037123.1f10t14	2325000	23209	0.015965
(1902534,1923461)(2315467,2340363)(2315000,2345000)	NC_037123.1f10t14	2330000	20929	0.016411
(1906246,1923461)(2320000,2340363)(2320000,2350000)	NC_037123.1f10t14	2335000	17217	0.019452
(1910351,1924115)(2325000,2354999)(2325000,2355000)	NC_037123.1f10t14	2340000	13766	0.013923
(1914898,1927259)(2330000,2358174)(2330000,2360000)	NC_037123.1f10t14	2345000	12363	0.015082
(1919736,1928525)(2335000,2364999)(2335000,2365000)	NC_037123.1f10t14	2350000	8791	0.018659
(1923098,1932844)(2340000,2369999)(2340000,2370000)	NC_037123.1f10t14	2355000	9748	0.016458
(1923462,1936432)(2354346,2374999)(2345000,2375000)	NC_037123.1f10t14	2360000	12972	0.015049
(1923462,1937716)(2354346,2379999)(2350000,2380000)	NC_037123.1f10t14	2365000	14256	0.014934
(1924116,1942659)(2355000,2384999)(2355000,2385000)	NC_037123.1f10t14	2370000	18545	0.008630
(1927260,1945975)(2362323,2389861)(2360000,2390000)	NC_037123.1f10t14	2375000	18717	0.008458
(1928526,1950310)(2365000,2394999)(2365000,2395000)	NC_037123.1f10t14	2380000	21786	0.007746
(1932845,1955247)(2370000,2399999)(2370000,2400000)	NC_037123.1f10t14	2385000	22404	0.008934
(1936433,1957450)(2375000,2404968)(2375000,2405000)	NC_037123.1f10t14	2390000	21019	0.006773
(1937717,1959650)(2380000,2408350)(2380000,2410000)	NC_037123.1f10t14	2395000	21935	0.008314
(1942660,1959793)(2385000,2411433)(2385000,2415000)	NC_037123.1f10t14	2400000	17135	0.011799
(1945976,1959793)(2390012,2411433)(2390000,2420000)	NC_037123.1f10t14	2405000	13819	0.011588
(1950311,1962535)(2395000,2424999)(2395000,2425000)	NC_037123.1f10t14	2410000	12226	0.017057
(1955248,1965757)(2400000,2429933)(2400000,2430000)	NC_037123.1f10t14	2415000	10511	0.012930
(1957451,1969548)(2405391,2434999)(2405000,2435000)	NC_037123.1f10t14	2420000	12099	0.017736
(1959651,1974521)(2411281,2439999)(2410000,2440000)	NC_037123.1f10t14	2425000	14872	0.023629
(1959794,1979111)(2422046,2444999)(2415000,2445000)	NC_037123.1f10t14	2430000	19319	0.023650
(1959794,1979904)(2422046,2449999)(2420000,2450000)	NC_037123.1f10t14	2435000	20112	0.021244
(1962536,1982708)(2425000,2452856)(2425000,2455000)	NC_037123.1f10t14	2440000	20174	0.012538
(1965758,1983249)(2430009,2459999)(2430000,2460000)	NC_037123.1f10t14	2445000	17493	0.014351
(1969549,1985762)(2435000,2464999)(2435000,2465000)	NC_037123.1f10t14	2450000	16215	0.009925
(1974522,1986914)(2440000,2466153)(2440000,2470000)	NC_037123.1f10t14	2455000	12394	0.007483
(1979112,1990435)(2445000,2474997)(2445000,2475000)	NC_037123.1f10t14	2460000	11325	0.002354
(1979905,1993138)(2450000,2479999)(2450000,2480000)	NC_037123.1f10t14	2465000	13235	0.003318
(1982709,1998094)(2456443,2484999)(2455000,2485000)	NC_037123.1f10t14	2470000	15387	0.007981
(1983250,2002582)(2460000,2489505)(2460000,2490000)	NC_037123.1f10t14	2475000	19334	0.009844
(1985763,2006178)(2465000,2494999)(2465000,2495000)	NC_037123.1f10t14	2480000	20417	0.009525
(1986915,2011173)(2471390,2499999)(2470000,2500000)	NC_037123.1f10t14	2485000	24260	0.009881
(1990436,2016149)(2475001,2504999)(2475000,2505000)	NC_037123.1f10t14	2490000	25715	0.015243
(1993139,2020997)(2480000,2509999)(2480000,2510000)	NC_037123.1f10t14	2495000	27860	0.011076
(1998095,2023722)(2485000,2513256)(2485000,2515000)	NC_037123.1f10t14	2500000	25629	0.009473
(2002583,2027049)(2491114,2519999)(2490000,2520000)	NC_037123.1f10t14	2505000	24468	0.012234
(2006179,2031880)(2495000,2524999)(2495000,2525000)	NC_037123.1f10t14	2510000	25703	0.014111
(2011174,2036873)(2500000,2529999)(2500000,2530000)	NC_037123.1f10t14	2515000	25701	0.012028
(2016150,2041818)(2505000,2534999)(2505000,2535000)	NC_037123.1f10t14	2520000	25670	0.008426
(2020998,2045600)(2510000,2539999)(2510000,2540000)	NC_037123.1f10t14	2525000	24604	0.010950
(2023723,2050589)(2515077,2544999)(2515000,2545000)	NC_037123.1f10t14	2530000	26868	0.011840
(2027050,2055577)(2520000,2549999)(2520000,2550000)	NC_037123.1f10t14	2535000	28529	0.013368
(2031881,2058432)(2525000,2554177)(2525000,2555000)	NC_037123.1f10t14	2540000	26553	0.009994
(2036874,2061175)(2530000,2559999)(2530000,2560000)	NC_037123.1f10t14	2545000	24303	0.010547
(2041819,2064940)(2535000,2564999)(2535000,2565000)	NC_037123.1f10t14	2550000	23123	0.014484
(2045601,2069891)(2540000,2569999)(2540000,2570000)	NC_037123.1f10t14	2555000	24292	0.012677
(2050590,2074783)(2545000,2574999)(2545000,2575000)	NC_037123.1f10t14	2560000	24195	0.005933
(2055578,2079771)(2550000,2579999)(2550000,2580000)	NC_037123.1f10t14	2565000	24195	0.003083
(2058433,2084062)(2557210,2584999)(2555000,2585000)	NC_037123.1f10t14	2570000	25631	0.004579
(2061176,2089056)(2560000,2589999)(2560000,2590000)	NC_037123.1f10t14	2575000	27882	0.003812
(2064941,2093996)(2565000,2594999)(2565000,2595000)	NC_037123.1f10t14	2580000	29057	0.007008
(2069892,2098978)(2570000,2599999)(2570000,2600000)	NC_037123.1f10t14	2585000	29088	0.007133
(2074784,2103976)(2575000,2604999)(2575000,2605000)	NC_037123.1f10t14	2590000	29194	0.011904
(2079772,2105671)(2580000,2609228)(2580000,2610000)	NC_037123.1f10t14	2595000	25901	0.012362
(2084063,2110657)(2585000,2614999)(2585000,2615000)	NC_037123.1f10t14	2600000	26596	0.012606
(2089057,2115652)(2590000,2619999)(2590000,2620000)	NC_037123.1f10t14	2605000	26597	0.020961
(2093997,2119949)(2595000,2624315)(2595000,2625000)	NC_037123.1f10t14	2610000	25954	0.014351
(2098979,2122643)(2600000,2629999)(2600000,2630000)	NC_037123.1f10t14	2615000	23666	0.013383
(2103977,2127633)(2605000,2634999)(2605000,2635000)	NC_037123.1f10t14	2620000	23658	0.015274
(2105672,2132631)(2610014,2639999)(2610000,2640000)	NC_037123.1f10t14	2625000	26961	0.015449
(2110658,2137588)(2615000,2644999)(2615000,2645000)	NC_037123.1f10t14	2630000	26932	0.022851
(2115653,2142359)(2620000,2649999)(2620000,2650000)	NC_037123.1f10t14	2635000	26708	0.031825
(2119950,2147204)(2627306,2654999)(2625000,2655000)	NC_037123.1f10t14	2640000	27256	0.021240
(2122644,2152029)(2630000,2659972)(2630000,2660000)	NC_037123.1f10t14	2645000	29387	0.022026
(2127634,2156835)(2635000,2664999)(2635000,2665000)	NC_037123.1f10t14	2650000	29203	0.019785
(2132632,2161826)(2640000,2669999)(2640000,2670000)	NC_037123.1f10t14	2655000	29196	0.019208
(2137589,2166759)(2645000,2674999)(2645000,2675000)	NC_037123.1f10t14	2660000	29172	0.013724
(2142360,2171744)(2650000,2679999)(2650000,2680000)	NC_037123.1f10t14	2665000	29386	0.008886
(2147205,2176535)(2655000,2684999)(2655000,2685000)	NC_037123.1f10t14	2670000	29332	0.009290
(2152030,2177894)(2660181,2689579)(2660000,2690000)	NC_037123.1f10t14	2675000	25866	0.006796
(2156836,2182099)(2665000,2694999)(2665000,2695000)	NC_037123.1f10t14	2680000	25265	0.004608
(2161827,2186789)(2670000,2699999)(2670000,2700000)	NC_037123.1f10t14	2685000	24964	0.002938
(2166760,2190155)(2675000,2704936)(2675000,2705000)	NC_037123.1f10t14	2690000	23397	0.003820
(2171745,2193422)(2680000,2709687)(2680000,2710000)	NC_037123.1f10t14	2695000	21679	0.004885
(2176536,2196340)(2685000,2714999)(2685000,2715000)	NC_037123.1f10t14	2700000	19806	0.004616
(2177895,2198116)(2690038,2717699)(2690000,2720000)	NC_037123.1f10t14	2705000	20223	0.004870
(2182100,2199751)(2695000,2724999)(2695000,2725000)	NC_037123.1f10t14	2710000	17653	0.004404
(2186790,2203550)(2700000,2729234)(2700000,2730000)	NC_037123.1f10t14	2715000	16762	0.006755
(2190156,2204665)(2706383,2734258)(2705000,2735000)	NC_037123.1f10t14	2720000	14511	0.005712
(2193423,2204665)(2710002,2734258)(2710000,2740000)	NC_037123.1f10t14	2725000	11244	0.003451
(2196341,2206948)(2715000,2743958)(2715000,2745000)	NC_037123.1f10t14	2730000	10609	0.005184
(2198117,2210569)(2721406,2749894)(2720000,2750000)	NC_037123.1f10t14	2735000	12454	0.006188
(2199752,2213949)(2725000,2754999)(2725000,2755000)	NC_037123.1f10t14	2740000	14199	0.013237
(2203551,2218943)(2732059,2759999)(2730000,2760000)	NC_037123.1f10t14	2745000	15394	0.021926
(2204666,2223847)(2740864,2764999)(2735000,2765000)	NC_037123.1f10t14	2750000	19183	0.023542
(2204666,2227738)(2740864,2769999)(2740000,2770000)	NC_037123.1f10t14	2755000	23074	0.021856
(2206949,2231086)(2745199,2774999)(2745000,2775000)	NC_037123.1f10t14	2760000	24139	0.020343
(2210570,2236079)(2750131,2779999)(2750000,2780000)	NC_037123.1f10t14	2765000	25511	0.010169
(2213950,2238739)(2755000,2784800)(2755000,2785000)	NC_037123.1f10t14	2770000	24791	0.009119
(2218944,2241418)(2760000,2789999)(2760000,2790000)	NC_037123.1f10t14	2775000	22476	0.008192
(2223848,2245538)(2765000,2794281)(2765000,2795000)	NC_037123.1f10t14	2780000	21692	0.003883
(2227739,2249045)(2770000,2799999)(2770000,2800000)	NC_037123.1f10t14	2785000	21308	0.004564
(2231087,2251433)(2775000,2802962)(2775000,2805000)	NC_037123.1f10t14	2790000	20348	0.004233
(2236080,2253084)(2780000,2809999)(2780000,2810000)	NC_037123.1f10t14	2795000	17006	0.006609
(2238740,2258075)(2786495,2814999)(2785000,2815000)	NC_037123.1f10t14	2800000	19337	0.006538
