region	chr	midPos	Nsites
region	chr	midPos	Nsites
(2620608,2670199)(2820000,2869999)(2820000,2870000)	NC_037122.1f5t9	2845000	49593	0.069786
(2630533,2680196)(2830000,2879999)(2830000,2880000)	NC_037122.1f5t9	2855000	49665	0.073590
(2640499,2690135)(2840000,2889999)(2840000,2890000)	NC_037122.1f5t9	2865000	49638	0.080331
(2650459,2700076)(2850000,2899999)(2850000,2900000)	NC_037122.1f5t9	2875000	49619	0.085887
(2660359,2710000)(2860000,2909999)(2860000,2910000)	NC_037122.1f5t9	2885000	49643	0.081998
(2670200,2719974)(2870000,2919999)(2870000,2920000)	NC_037122.1f5t9	2895000	49776	0.076875
(2680197,2729954)(2880000,2929999)(2880000,2930000)	NC_037122.1f5t9	2905000	49759	0.070498
(2690136,2739849)(2890000,2939999)(2890000,2940000)	NC_037122.1f5t9	2915000	49715	0.052645
(2700077,2749655)(2900000,2949999)(2900000,2950000)	NC_037122.1f5t9	2925000	49580	0.041120
(2710001,2759626)(2910000,2959999)(2910000,2960000)	NC_037122.1f5t9	2935000	49627	0.059360
(2719975,2769618)(2920000,2969999)(2920000,2970000)	NC_037122.1f5t9	2945000	49645	0.061281
(2729955,2779610)(2930000,2979999)(2930000,2980000)	NC_037122.1f5t9	2955000	49657	0.059876
(2739850,2789597)(2940000,2989999)(2940000,2990000)	NC_037122.1f5t9	2965000	49749	0.057410
(2749656,2799566)(2950000,2999999)(2950000,3000000)	NC_037122.1f5t9	2975000	49912	0.063982
(2759627,2809559)(2960000,3009999)(2960000,3010000)	NC_037122.1f5t9	2985000	49934	0.070546
(2769619,2819520)(2970000,3019999)(2970000,3020000)	NC_037122.1f5t9	2995000	49903	0.062909
(2779611,2828362)(2980000,3029999)(2980000,3030000)	NC_037122.1f5t9	3005000	48753	0.057767
(2789598,2838361)(2990000,3039999)(2990000,3040000)	NC_037122.1f5t9	3015000	48765	0.061135
(2799567,2846130)(3000000,3049999)(3000000,3050000)	NC_037122.1f5t9	3025000	46565	0.053765
(2809560,2856114)(3010000,3059999)(3010000,3060000)	NC_037122.1f5t9	3035000	46556	0.042544
(2819521,2866026)(3020000,3069999)(3020000,3070000)	NC_037122.1f5t9	3045000	46507	0.043645
(2828363,2875831)(3030000,3079999)(3030000,3080000)	NC_037122.1f5t9	3055000	47470	0.055563
(2838362,2884318)(3040000,3089999)(3040000,3090000)	NC_037122.1f5t9	3065000	45958	0.063006
(2846131,2894243)(3050000,3099999)(3050000,3100000)	NC_037122.1f5t9	3075000	48114	0.075156
(2856115,2904186)(3060000,3109999)(3060000,3110000)	NC_037122.1f5t9	3085000	48073	0.072325
(2866027,2914175)(3070000,3119999)(3070000,3120000)	NC_037122.1f5t9	3095000	48150	0.062309
(2875832,2924105)(3080000,3129999)(3080000,3130000)	NC_037122.1f5t9	3105000	48275	0.049293
(2884319,2931484)(3090000,3139852)(3090000,3140000)	NC_037122.1f5t9	3115000	47167	0.030931
(2894244,2938682)(3100000,3149999)(3100000,3150000)	NC_037122.1f5t9	3125000	44440	0.031842
(2904187,2942665)(3110000,3159999)(3110000,3160000)	NC_037122.1f5t9	3135000	38480	0.023874
(2914176,2948967)(3120000,3169999)(3120000,3170000)	NC_037122.1f5t9	3145000	34793	0.031135
(2924106,2957982)(3130000,3179890)(3130000,3180000)	NC_037122.1f5t9	3155000	33878	0.034846
(2931485,2967579)(3141437,3189999)(3140000,3190000)	NC_037122.1f5t9	3165000	36096	0.039613
(2938683,2976107)(3150000,3199999)(3150000,3200000)	NC_037122.1f5t9	3175000	37426	0.032115
(2942666,2985749)(3160000,3209999)(3160000,3210000)	NC_037122.1f5t9	3185000	43085	0.036610
(2948968,2995747)(3170000,3219999)(3170000,3220000)	NC_037122.1f5t9	3195000	46781	0.036465
(2957983,3005733)(3180339,3229999)(3180000,3230000)	NC_037122.1f5t9	3205000	47752	0.032411
(2967580,3015722)(3190000,3239999)(3190000,3240000)	NC_037122.1f5t9	3215000	48144	0.032558
(2976108,3025624)(3200000,3249999)(3200000,3250000)	NC_037122.1f5t9	3225000	49518	0.032772
(2985750,3035602)(3210000,3259999)(3210000,3260000)	NC_037122.1f5t9	3235000	49854	0.036357
(2995748,3044187)(3220000,3269999)(3220000,3270000)	NC_037122.1f5t9	3245000	48441	0.032843
(3005734,3054125)(3230000,3279999)(3230000,3280000)	NC_037122.1f5t9	3255000	48393	0.047281
(3015723,3064083)(3240000,3289999)(3240000,3290000)	NC_037122.1f5t9	3265000	48362	0.046502
(3025625,3073996)(3250000,3299999)(3250000,3300000)	NC_037122.1f5t9	3275000	48373	0.047395
(3035603,3083906)(3260000,3309999)(3260000,3310000)	NC_037122.1f5t9	3285000	48305	0.042377
(3044188,3093891)(3270000,3319999)(3270000,3320000)	NC_037122.1f5t9	3295000	49705	0.046390
(3054126,3101644)(3280000,3329022)(3280000,3330000)	NC_037122.1f5t9	3305000	47520	0.038337
(3064084,3111001)(3290000,3339999)(3290000,3340000)	NC_037122.1f5t9	3315000	46919	0.043386
(3073997,3118352)(3300000,3349999)(3300000,3350000)	NC_037122.1f5t9	3325000	44357	0.046044
(3083907,3125358)(3310000,3359973)(3310000,3360000)	NC_037122.1f5t9	3335000	41453	0.050129
(3093892,3135086)(3320000,3369999)(3320000,3370000)	NC_037122.1f5t9	3345000	41196	0.046120
(3101645,3144843)(3330597,3379865)(3330000,3380000)	NC_037122.1f5t9	3355000	43200	0.045684
(3111002,3151698)(3340000,3389999)(3340000,3390000)	NC_037122.1f5t9	3365000	40698	0.042484
(3118353,3161621)(3350000,3399999)(3350000,3400000)	NC_037122.1f5t9	3375000	43270	0.047798
(3125359,3171537)(3360169,3409999)(3360000,3410000)	NC_037122.1f5t9	3385000	46180	0.043625
(3135087,3180434)(3370000,3419159)(3370000,3420000)	NC_037122.1f5t9	3395000	45349	0.050540
(3144844,3188443)(3383140,3429999)(3380000,3430000)	NC_037122.1f5t9	3405000	43601	0.047732
(3151699,3198424)(3390000,3439999)(3390000,3440000)	NC_037122.1f5t9	3415000	46727	0.047274
(3161622,3207439)(3400000,3449993)(3400000,3450000)	NC_037122.1f5t9	3425000	45819	0.037224
(3171538,3214539)(3410000,3459999)(3410000,3460000)	NC_037122.1f5t9	3435000	43003	0.046029
(3180435,3224528)(3420905,3469999)(3420000,3470000)	NC_037122.1f5t9	3445000	44095	0.037870
(3188444,3234414)(3430000,3479999)(3430000,3480000)	NC_037122.1f5t9	3455000	45972	0.040072
(3198425,3243774)(3440000,3489999)(3440000,3490000)	NC_037122.1f5t9	3465000	45351	0.047522
(3207440,3251165)(3452828,3497421)(3450000,3500000)	NC_037122.1f5t9	3475000	43727	0.049774
(3214540,3257636)(3460000,3509811)(3460000,3510000)	NC_037122.1f5t9	3485000	43098	0.043431
(3224529,3266547)(3470000,3519999)(3470000,3520000)	NC_037122.1f5t9	3495000	42020	0.046499
(3234415,3276524)(3480000,3529999)(3480000,3530000)	NC_037122.1f5t9	3505000	42111	0.057163
(3243775,3286267)(3490000,3539999)(3490000,3540000)	NC_037122.1f5t9	3515000	42494	0.051766
(3251166,3294256)(3500452,3549999)(3500000,3550000)	NC_037122.1f5t9	3525000	43092	0.047293
(3257637,3304202)(3511048,3559999)(3510000,3560000)	NC_037122.1f5t9	3535000	46567	0.047187
(3266548,3314091)(3520000,3569999)(3520000,3570000)	NC_037122.1f5t9	3545000	47545	0.046223
(3276525,3324080)(3530000,3579999)(3530000,3580000)	NC_037122.1f5t9	3555000	47557	0.048368
(3286268,3334023)(3540000,3589999)(3540000,3590000)	NC_037122.1f5t9	3565000	47757	0.046309
(3294257,3343863)(3550000,3599999)(3550000,3600000)	NC_037122.1f5t9	3575000	49608	0.043255
(3304203,3353843)(3560000,3609999)(3560000,3610000)	NC_037122.1f5t9	3585000	49642	0.045816
(3314092,3363627)(3570000,3619999)(3570000,3620000)	NC_037122.1f5t9	3595000	49537	0.053379
(3324081,3369597)(3580000,3629999)(3580000,3630000)	NC_037122.1f5t9	3605000	45518	0.038744
(3334024,3379592)(3590000,3639999)(3590000,3640000)	NC_037122.1f5t9	3615000	45570	0.045683
(3343864,3389563)(3600000,3649999)(3600000,3650000)	NC_037122.1f5t9	3625000	45701	0.056467
(3353844,3399502)(3610000,3659999)(3610000,3660000)	NC_037122.1f5t9	3635000	45660	0.050085
(3363628,3409463)(3620000,3669999)(3620000,3670000)	NC_037122.1f5t9	3645000	45837	0.052228
(3369598,3419345)(3630000,3679999)(3630000,3680000)	NC_037122.1f5t9	3655000	49749	0.055134
(3379593,3429325)(3640000,3689999)(3640000,3690000)	NC_037122.1f5t9	3665000	49734	0.051882
(3389564,3438415)(3650000,3699999)(3650000,3700000)	NC_037122.1f5t9	3675000	48853	0.050254
(3399503,3448372)(3660000,3709999)(3660000,3710000)	NC_037122.1f5t9	3685000	48871	0.055506
(3409464,3458307)(3670000,3719999)(3670000,3720000)	NC_037122.1f5t9	3695000	48845	0.043567
(3419346,3468261)(3680000,3729999)(3680000,3730000)	NC_037122.1f5t9	3705000	48917	0.043731
(3429326,3477986)(3690000,3739999)(3690000,3740000)	NC_037122.1f5t9	3715000	48662	0.048287
(3438416,3487922)(3700000,3749999)(3700000,3750000)	NC_037122.1f5t9	3725000	49508	0.048115
(3448373,3497918)(3710000,3759999)(3710000,3760000)	NC_037122.1f5t9	3735000	49547	0.047730
(3458308,3507444)(3720000,3769999)(3720000,3770000)	NC_037122.1f5t9	3745000	49138	0.038642
(3468262,3514859)(3730000,3779999)(3730000,3780000)	NC_037122.1f5t9	3755000	46599	0.036055
(3477987,3522568)(3740000,3789999)(3740000,3790000)	NC_037122.1f5t9	3765000	44583	0.033857
(3487923,3532429)(3750000,3799999)(3750000,3800000)	NC_037122.1f5t9	3775000	44508	0.028442
(3497919,3542405)(3760000,3809999)(3760000,3810000)	NC_037122.1f5t9	3785000	44488	0.025864
(3507445,3552276)(3770000,3819999)(3770000,3820000)	NC_037122.1f5t9	3795000	44833	0.032791
(3514860,3562240)(3780000,3829999)(3780000,3830000)	NC_037122.1f5t9	3805000	47382	0.036948
(3522569,3571217)(3790000,3839999)(3790000,3840000)	NC_037122.1f5t9	3815000	48650	0.038377
(3532430,3581121)(3800000,3849999)(3800000,3850000)	NC_037122.1f5t9	3825000	48693	0.039759
(3542406,3591026)(3810000,3859999)(3810000,3860000)	NC_037122.1f5t9	3835000	48622	0.041410
(3552277,3600859)(3820000,3869999)(3820000,3870000)	NC_037122.1f5t9	3845000	48584	0.036776
(3562241,3610843)(3830000,3879999)(3830000,3880000)	NC_037122.1f5t9	3855000	48604	0.032230
(3571218,3620652)(3840000,3889999)(3840000,3890000)	NC_037122.1f5t9	3865000	49436	0.029863
(3581122,3630639)(3850000,3899999)(3850000,3900000)	NC_037122.1f5t9	3875000	49519	0.028098
(3591027,3640265)(3860000,3909999)(3860000,3910000)	NC_037122.1f5t9	3885000	49240	0.041827
(3600860,3650011)(3870000,3919778)(3870000,3920000)	NC_037122.1f5t9	3895000	49153	0.041881
(3610844,3655601)(3880000,3929999)(3880000,3930000)	NC_037122.1f5t9	3905000	44759	0.043884
(3620653,3665521)(3890000,3939999)(3890000,3940000)	NC_037122.1f5t9	3915000	44870	0.049836
(3630640,3672519)(3900000,3949999)(3900000,3950000)	NC_037122.1f5t9	3925000	41881	0.049968
(3640266,3682364)(3910000,3959999)(3910000,3960000)	NC_037122.1f5t9	3935000	42100	0.043166
(3650012,3691940)(3920963,3969999)(3920000,3970000)	NC_037122.1f5t9	3945000	41930	0.036190
(3655602,3701919)(3930000,3979999)(3930000,3980000)	NC_037122.1f5t9	3955000	46319	0.036875
(3665522,3711816)(3940000,3989999)(3940000,3990000)	NC_037122.1f5t9	3965000	46296	0.027816
(3378,37945)(12230,59999)(10000,60000)	NC_037123.1f10t14	35000	34569	0.009818
(10810,47839)(20000,69999)(20000,70000)	NC_037123.1f10t14	45000	37031	0.009049
(16311,57158)(30000,79853)(30000,80000)	NC_037123.1f10t14	55000	40849	0.009229
(26181,65973)(40000,89717)(40000,90000)	NC_037123.1f10t14	65000	39794	0.020029
(30966,75444)(50000,99999)(50000,100000)	NC_037123.1f10t14	75000	44480	0.022139
(37946,85268)(60000,109999)(60000,110000)	NC_037123.1f10t14	85000	47324	0.024615
(47840,91043)(70000,119999)(70000,120000)	NC_037123.1f10t14	95000	43205	0.023310
(57159,99560)(80173,129944)(80000,130000)	NC_037123.1f10t14	105000	42403	0.025778
(65974,106971)(90001,139999)(90000,140000)	NC_037123.1f10t14	115000	40999	0.018199
(75445,116875)(100000,149999)(100000,150000)	NC_037123.1f10t14	125000	41432	0.018096
(85269,124844)(110000,159999)(110000,160000)	NC_037123.1f10t14	135000	39577	0.008572
(91044,133616)(120000,169999)(120000,170000)	NC_037123.1f10t14	145000	42574	0.008069
(99561,137846)(130235,179841)(130000,180000)	NC_037123.1f10t14	155000	38287	0.005807
(106972,145122)(140000,189999)(140000,190000)	NC_037123.1f10t14	165000	38152	0.005753
(116876,153940)(150000,198887)(150000,200000)	NC_037123.1f10t14	175000	37066	0.003691
(124845,154502)(160000,202328)(160000,210000)	NC_037123.1f10t14	185000	29659	0.009207
(133617,161591)(170000,219999)(170000,220000)	NC_037123.1f10t14	195000	27976	0.010015
(137847,171559)(180111,229999)(180000,230000)	NC_037123.1f10t14	205000	33714	0.011173
(145123,181523)(190000,239999)(190000,240000)	NC_037123.1f10t14	215000	36402	0.012840
(153941,191488)(200835,249999)(200000,250000)	NC_037123.1f10t14	225000	37549	0.012638
(154503,201382)(212885,259999)(210000,260000)	NC_037123.1f10t14	235000	46881	0.011240
(161592,211324)(220000,269999)(220000,270000)	NC_037123.1f10t14	245000	49734	0.014106
(171560,221240)(230000,279999)(230000,280000)	NC_037123.1f10t14	255000	49682	0.017888
(181524,231131)(240000,289999)(240000,290000)	NC_037123.1f10t14	265000	49609	0.025442
(191489,240990)(250000,299999)(250000,300000)	NC_037123.1f10t14	275000	49503	0.024800
(201383,249408)(260000,309970)(260000,310000)	NC_037123.1f10t14	285000	48027	0.027681
(211325,256168)(270000,319999)(270000,320000)	NC_037123.1f10t14	295000	44845	0.024582
(221241,266148)(280000,329999)(280000,330000)	NC_037123.1f10t14	305000	44909	0.022399
(231132,276021)(290000,339999)(290000,340000)	NC_037123.1f10t14	315000	44891	0.019514
(240991,285345)(300000,349999)(300000,350000)	NC_037123.1f10t14	325000	44356	0.025071
(249409,295316)(310006,359999)(310000,360000)	NC_037123.1f10t14	335000	45909	0.021749
(256169,305258)(320000,369999)(320000,370000)	NC_037123.1f10t14	345000	49091	0.020440
(266149,315206)(330000,379999)(330000,380000)	NC_037123.1f10t14	355000	49059	0.017642
(276022,325182)(340000,389999)(340000,390000)	NC_037123.1f10t14	365000	49162	0.013341
(285346,335155)(350000,399999)(350000,400000)	NC_037123.1f10t14	375000	49811	0.011222
(295317,345128)(360000,409999)(360000,410000)	NC_037123.1f10t14	385000	49813	0.013260
(305259,354382)(370000,419999)(370000,420000)	NC_037123.1f10t14	395000	49125	0.013676
(315207,364248)(380000,429999)(380000,430000)	NC_037123.1f10t14	405000	49043	0.023038
(325183,373981)(390000,439999)(390000,440000)	NC_037123.1f10t14	415000	48800	0.019454
(335156,379858)(400000,445968)(400000,450000)	NC_037123.1f10t14	425000	44704	0.018974
(345129,379889)(410000,452363)(410000,460000)	NC_037123.1f10t14	435000	34762	0.019776
(354383,380057)(420000,469990)(420000,470000)	NC_037123.1f10t14	445000	25676	0.021651
(364249,381240)(430000,477898)(430000,480000)	NC_037123.1f10t14	455000	16993	0.010774
(373982,385744)(440000,489999)(440000,490000)	NC_037123.1f10t14	465000	11764	0.010962
(379859,395740)(451584,499999)(450000,500000)	NC_037123.1f10t14	475000	15883	0.026577
(379890,405735)(466881,509999)(460000,510000)	NC_037123.1f10t14	485000	25847	0.021331
(380058,415360)(475000,519999)(470000,520000)	NC_037123.1f10t14	495000	35304	0.031484
(381241,421440)(485492,529999)(480000,530000)	NC_037123.1f10t14	505000	40201	0.021195
(385745,428376)(490000,539999)(490000,540000)	NC_037123.1f10t14	515000	42633	0.010758
(395741,437121)(500000,549999)(500000,550000)	NC_037123.1f10t14	525000	41382	0.009120
(405736,447007)(510000,559999)(510000,560000)	NC_037123.1f10t14	535000	41273	0.011029
(415361,456763)(520000,569843)(520000,570000)	NC_037123.1f10t14	545000	41404	0.008116
(421441,464115)(530000,579999)(530000,580000)	NC_037123.1f10t14	555000	42676	0.009391
(428377,473048)(540000,589999)(540000,590000)	NC_037123.1f10t14	565000	44673	0.015534
(437122,482924)(550000,599999)(550000,600000)	NC_037123.1f10t14	575000	45804	0.028428
(447008,492878)(560000,609999)(560000,610000)	NC_037123.1f10t14	585000	45872	0.033337
(456764,502751)(572525,619999)(570000,620000)	NC_037123.1f10t14	595000	45989	0.033770
(464116,511449)(580000,629999)(580000,630000)	NC_037123.1f10t14	605000	47335	0.035133
(473049,521413)(590000,639999)(590000,640000)	NC_037123.1f10t14	615000	48366	0.033873
(482925,531258)(600000,649999)(600000,650000)	NC_037123.1f10t14	625000	48335	0.027395
(492879,541200)(610000,659999)(610000,660000)	NC_037123.1f10t14	635000	48323	0.023204
(502752,550918)(620000,669776)(620000,670000)	NC_037123.1f10t14	645000	48168	0.021433
(511450,559741)(630000,679999)(630000,680000)	NC_037123.1f10t14	655000	48293	0.007449
(521414,569143)(640000,689999)(640000,690000)	NC_037123.1f10t14	665000	47731	0.001927
(531259,579120)(650000,699999)(650000,700000)	NC_037123.1f10t14	675000	47863	0.000203
(541201,589063)(660000,709999)(660000,710000)	NC_037123.1f10t14	685000	47864	0.001308
(550919,599060)(671107,719999)(670000,720000)	NC_037123.1f10t14	695000	48143	0.002346
(559742,606573)(680000,729048)(680000,730000)	NC_037123.1f10t14	705000	46833	0.003908
(569144,615534)(690000,739999)(690000,740000)	NC_037123.1f10t14	715000	46392	0.009742
(579121,625471)(700000,749999)(700000,750000)	NC_037123.1f10t14	725000	46352	0.013447
(589064,635428)(710000,759999)(710000,760000)	NC_037123.1f10t14	735000	46366	0.017365
(599061,645400)(720000,769999)(720000,770000)	NC_037123.1f10t14	745000	46341	0.016249
(606574,653443)(730997,779999)(730000,780000)	NC_037123.1f10t14	755000	46871	0.023280
(615535,655364)(740000,787036)(740000,790000)	NC_037123.1f10t14	765000	39831	0.024867
(625472,658702)(750000,799999)(750000,800000)	NC_037123.1f10t14	775000	33232	0.028405
(635429,663271)(760000,809999)(760000,810000)	NC_037123.1f10t14	785000	27844	0.028882
(645401,671328)(770000,819871)(770000,820000)	NC_037123.1f10t14	795000	25929	0.030245
(653444,675046)(780000,829999)(780000,830000)	NC_037123.1f10t14	805000	21604	0.020814
(655365,684864)(796662,839999)(790000,840000)	NC_037123.1f10t14	815000	29501	0.020369
(658703,694794)(800000,849999)(800000,850000)	NC_037123.1f10t14	825000	36093	0.020268
(663272,704761)(810000,859999)(810000,860000)	NC_037123.1f10t14	835000	41491	0.018318
(671329,711795)(820721,869999)(820000,870000)	NC_037123.1f10t14	845000	40468	0.015004
(675047,721246)(830000,879586)(830000,880000)	NC_037123.1f10t14	855000	46201	0.022283
(684865,727792)(840000,889999)(840000,890000)	NC_037123.1f10t14	865000	42929	0.018660
(694795,737667)(850000,899999)(850000,900000)	NC_037123.1f10t14	875000	42874	0.017758
(704762,744983)(860000,909999)(860000,910000)	NC_037123.1f10t14	885000	40223	0.019527
(711796,754771)(870000,919999)(870000,920000)	NC_037123.1f10t14	895000	42977	0.017320
(721247,764745)(880500,929999)(880000,930000)	NC_037123.1f10t14	905000	43500	0.014205
(727793,770616)(890000,939999)(890000,940000)	NC_037123.1f10t14	915000	42825	0.018383
(737668,779309)(900000,949999)(900000,950000)	NC_037123.1f10t14	925000	41643	0.015235
(744984,784555)(910000,959999)(910000,960000)	NC_037123.1f10t14	935000	39573	0.012588
(754772,794500)(920000,969999)(920000,970000)	NC_037123.1f10t14	945000	39730	0.015856
(764746,803846)(930000,979999)(930000,980000)	NC_037123.1f10t14	955000	39102	0.017619
(770617,813590)(940000,989999)(940000,990000)	NC_037123.1f10t14	965000	42975	0.015198
(779310,822398)(950000,999999)(950000,1000000)	NC_037123.1f10t14	975000	43090	0.014874
(784556,831831)(960000,1009944)(960000,1010000)	NC_037123.1f10t14	985000	47277	0.014900
(794501,839029)(970000,1019999)(970000,1020000)	NC_037123.1f10t14	995000	44530	0.016310
(803847,848779)(980000,1029999)(980000,1030000)	NC_037123.1f10t14	1005000	44934	0.015200
(813591,857396)(990000,1039999)(990000,1040000)	NC_037123.1f10t14	1015000	43807	0.015106
(822399,865091)(1000000,1049999)(1000000,1050000)	NC_037123.1f10t14	1025000	42694	0.015790
(831832,874754)(1011377,1059999)(1010000,1060000)	NC_037123.1f10t14	1035000	42924	0.018270
(839030,884649)(1020000,1069999)(1020000,1070000)	NC_037123.1f10t14	1045000	45621	0.017281
(848780,894404)(1030000,1079999)(1030000,1080000)	NC_037123.1f10t14	1055000	45626	0.016377
(857397,903718)(1040000,1089999)(1040000,1090000)	NC_037123.1f10t14	1065000	46323	0.017052
(865092,913628)(1050000,1099999)(1050000,1100000)	NC_037123.1f10t14	1075000	48538	0.018929
(874755,923585)(1060000,1109999)(1060000,1110000)	NC_037123.1f10t14	1085000	48832	0.020649
(884650,933544)(1070000,1119999)(1070000,1120000)	NC_037123.1f10t14	1095000	48896	0.018660
(894405,943495)(1080000,1129999)(1080000,1130000)	NC_037123.1f10t14	1105000	49092	0.019171
(903719,953474)(1090000,1139999)(1090000,1140000)	NC_037123.1f10t14	1115000	49757	0.018489
(913629,963438)(1100000,1149999)(1100000,1150000)	NC_037123.1f10t14	1125000	49811	0.021353
(923586,972315)(1110000,1159999)(1110000,1160000)	NC_037123.1f10t14	1135000	48731	0.019336
(933545,981812)(1120000,1169999)(1120000,1170000)	NC_037123.1f10t14	1145000	48269	0.020672
(943496,991754)(1130000,1179999)(1130000,1180000)	NC_037123.1f10t14	1155000	48260	0.021063
(953475,1001351)(1140000,1189999)(1140000,1190000)	NC_037123.1f10t14	1165000	47878	0.022218
(963439,1010029)(1150000,1199999)(1150000,1200000)	NC_037123.1f10t14	1175000	46592	0.024589
(972316,1020018)(1160000,1209999)(1160000,1210000)	NC_037123.1f10t14	1185000	47704	0.024816
(981813,1029966)(1170000,1219999)(1170000,1220000)	NC_037123.1f10t14	1195000	48155	0.022294
(991755,1039947)(1180000,1229999)(1180000,1230000)	NC_037123.1f10t14	1205000	48194	0.022947
(1001352,1049819)(1190000,1239999)(1190000,1240000)	NC_037123.1f10t14	1215000	48469	0.023684
(1010030,1059752)(1200000,1249999)(1200000,1250000)	NC_037123.1f10t14	1225000	49724	0.019857
(1020019,1069739)(1210000,1259999)(1210000,1260000)	NC_037123.1f10t14	1235000	49722	0.025330
(1029967,1079310)(1220000,1269886)(1220000,1270000)	NC_037123.1f10t14	1245000	49345	0.032486
(1039948,1083286)(1230000,1276147)(1230000,1280000)	NC_037123.1f10t14	1255000	43340	0.031640
(1049820,1090158)(1240000,1289999)(1240000,1290000)	NC_037123.1f10t14	1265000	40340	0.017809
(1059753,1099410)(1250000,1299999)(1250000,1300000)	NC_037123.1f10t14	1275000	39659	0.015241
(1069740,1109142)(1260000,1309952)(1260000,1310000)	NC_037123.1f10t14	1285000	39404	0.009814
(1079311,1114965)(1270172,1319999)(1270000,1320000)	NC_037123.1f10t14	1295000	35656	0.006133
(1083287,1124952)(1282079,1329999)(1280000,1330000)	NC_037123.1f10t14	1305000	41667	0.009530
(1090159,1134937)(1290000,1339999)(1290000,1340000)	NC_037123.1f10t14	1315000	44780	0.014036
(1099411,1144821)(1300000,1349999)(1300000,1350000)	NC_037123.1f10t14	1325000	45412	0.020325
(1109143,1154803)(1311739,1359999)(1310000,1360000)	NC_037123.1f10t14	1335000	45662	0.025180
(1114966,1160758)(1320000,1369999)(1320000,1370000)	NC_037123.1f10t14	1345000	45794	0.025687
(1124953,1170644)(1330000,1379999)(1330000,1380000)	NC_037123.1f10t14	1355000	45693	0.019530
(1134938,1180494)(1340000,1389999)(1340000,1390000)	NC_037123.1f10t14	1365000	45558	0.023962
(1144822,1190470)(1350000,1399999)(1350000,1400000)	NC_037123.1f10t14	1375000	45650	0.021744
(1154804,1200356)(1360000,1409999)(1360000,1410000)	NC_037123.1f10t14	1385000	45554	0.019966
(1160759,1210285)(1370000,1419999)(1370000,1420000)	NC_037123.1f10t14	1395000	49528	0.019914
(1170645,1220264)(1380000,1429999)(1380000,1430000)	NC_037123.1f10t14	1405000	49621	0.022191
(1180495,1230255)(1390000,1439999)(1390000,1440000)	NC_037123.1f10t14	1415000	49762	0.018553
(1190471,1238236)(1400000,1449999)(1400000,1450000)	NC_037123.1f10t14	1425000	47767	0.018574
(1200357,1248214)(1410000,1459999)(1410000,1460000)	NC_037123.1f10t14	1435000	47859	0.019195
(1210286,1258205)(1420000,1469999)(1420000,1470000)	NC_037123.1f10t14	1445000	47921	0.017099
(1220265,1267526)(1430000,1479999)(1430000,1480000)	NC_037123.1f10t14	1455000	47263	0.018458
(1230256,1277464)(1440000,1489999)(1440000,1490000)	NC_037123.1f10t14	1465000	47210	0.017236
(1238237,1287447)(1450000,1499999)(1450000,1500000)	NC_037123.1f10t14	1475000	49212	0.016828
(1248215,1297410)(1460000,1509999)(1460000,1510000)	NC_037123.1f10t14	1485000	49197	0.015652
(1258206,1307407)(1470000,1519999)(1470000,1520000)	NC_037123.1f10t14	1495000	49203	0.018423
(1267527,1313863)(1480000,1529999)(1480000,1530000)	NC_037123.1f10t14	1505000	46338	0.016179
(1277465,1323689)(1490000,1539999)(1490000,1540000)	NC_037123.1f10t14	1515000	46226	0.017550
(1287448,1333617)(1500000,1549999)(1500000,1550000)	NC_037123.1f10t14	1525000	46171	0.020488
(1297411,1340938)(1510000,1559999)(1510000,1560000)	NC_037123.1f10t14	1535000	43529	0.020885
(1307408,1349994)(1520000,1569999)(1520000,1570000)	NC_037123.1f10t14	1545000	42588	0.019478
(1313864,1359367)(1530000,1579999)(1530000,1580000)	NC_037123.1f10t14	1555000	45505	0.025427
(1323690,1368282)(1540000,1589999)(1540000,1590000)	NC_037123.1f10t14	1565000	44594	0.026379
(1333618,1378066)(1550000,1599999)(1550000,1600000)	NC_037123.1f10t14	1575000	44450	0.023403
(1340939,1388039)(1560000,1609999)(1560000,1610000)	NC_037123.1f10t14	1585000	47102	0.030034
(1349995,1390564)(1570000,1619999)(1570000,1620000)	NC_037123.1f10t14	1595000	40571	0.031819
(1359368,1400506)(1580000,1629999)(1580000,1630000)	NC_037123.1f10t14	1605000	41140	0.037524
(1368283,1409718)(1590000,1639999)(1590000,1640000)	NC_037123.1f10t14	1615000	41437	0.036020
(1378067,1419630)(1600000,1649999)(1600000,1650000)	NC_037123.1f10t14	1625000	41565	0.041919
(1388040,1429519)(1610000,1659999)(1610000,1660000)	NC_037123.1f10t14	1635000	41481	0.038248
(1390565,1439359)(1620000,1669999)(1620000,1670000)	NC_037123.1f10t14	1645000	48796	0.034597
(1400507,1449105)(1630000,1679999)(1630000,1680000)	NC_037123.1f10t14	1655000	48600	0.030099
(1409719,1458936)(1640000,1689999)(1640000,1690000)	NC_037123.1f10t14	1665000	49219	0.028955
(1419631,1468822)(1650000,1699999)(1650000,1700000)	NC_037123.1f10t14	1675000	49193	0.019370
(1429520,1473929)(1660000,1709999)(1660000,1710000)	NC_037123.1f10t14	1685000	44411	0.020188
(1439360,1480575)(1670000,1719999)(1670000,1720000)	NC_037123.1f10t14	1695000	41217	0.010910
(1449106,1486925)(1680000,1728550)(1680000,1730000)	NC_037123.1f10t14	1705000	37821	0.009234
(1458937,1495088)(1690000,1739996)(1690000,1740000)	NC_037123.1f10t14	1715000	36153	0.010016
